,NeuralAgent_Student21_200aAgent,Student21_200aAgent
0,2.08,2.08
1,2.14,2.165
2,2.1,2.1
3,0.52,2.92
4,2.24,2.215
5,2.145,2.12
6,2.195,2.17
7,2.17,2.17
8,2.17,2.145
9,0.485,3.06
10,2.11,2.11
11,2.205,2.255
12,2.155,2.13
13,2.15,2.125
14,2.025,2.05
15,2.1,2.15
16,2.12,2.095
17,2.115,2.09
18,0.45,3.2
19,2.24,2.29
20,0.52,2.92
21,0.525,2.9
22,0.49,3.04
23,0.545,2.82
24,2.235,2.21
25,2.15,2.125
26,2.025,2.0
27,2.195,2.17
28,2.16,2.135
29,0.485,3.06
30,2.135,2.11
31,2.1,2.075
32,2.07,2.045
33,2.155,2.13
34,2.155,2.205
35,2.07,2.045
36,0.455,3.18
37,2.23,2.205
38,2.185,2.185
39,2.195,2.17
40,2.325,2.3
41,2.185,2.185
42,2.285,2.26
43,0.43,3.28
44,2.125,2.15
45,0.5,3.0
46,2.05,2.125
47,0.485,3.06
48,2.085,2.06
49,2.175,2.225
50,0.475,3.1
51,2.11,2.16
52,2.19,2.215
53,2.17,2.145
54,2.095,2.095
55,0.47,3.12
56,2.135,2.135
57,2.3,2.3
58,0.44,3.24
59,2.255,2.23
60,2.355,2.33
61,2.2,2.175
62,2.17,2.195
63,2.25,2.25
64,0.485,3.06
65,2.165,2.165
66,2.215,2.215
67,2.38,2.43
68,2.235,2.21
69,2.27,2.295
70,2.26,2.235
71,0.475,3.1
72,2.315,2.29
73,2.215,2.265
74,0.485,3.06
75,2.245,2.22
76,2.15,2.125
77,0.45,3.2
78,0.49,3.04
79,0.47,3.12
80,2.18,2.155
81,2.29,2.34
82,0.475,3.1
83,2.145,2.145
84,2.305,2.28
85,2.34,2.315
86,2.315,2.365
87,2.405,2.38
88,2.215,2.215
89,2.23,2.255
90,2.265,2.265
91,2.2,2.2
92,2.21,2.185
93,2.24,2.215
94,2.39,2.365
95,2.18,2.205
96,0.49,3.04
97,2.335,2.31
98,2.205,2.255
99,2.275,2.3
100,2.32,2.295
101,0.565,2.74
102,2.18,2.205
103,2.28,2.28
104,0.46,3.16
105,2.32,2.295
106,2.315,2.39
107,2.275,2.25
108,2.195,2.17
109,2.245,2.27
110,2.195,2.22
111,2.33,2.305
112,2.245,2.22
113,2.265,2.24
114,2.37,2.345
115,2.23,2.255
116,2.225,2.225
117,2.32,2.295
118,2.175,2.175
119,2.155,2.205
120,2.3,2.3
121,2.29,2.265
122,2.275,2.35
123,0.49,3.04
124,0.45,3.2
125,0.48,3.08
126,2.175,2.15
127,2.275,2.25
128,2.17,2.145
129,2.255,2.255
130,2.395,2.395
131,0.42,3.32
132,0.515,2.94
133,2.28,2.28
134,2.19,2.19
135,2.095,2.12
136,2.385,2.46
137,0.53,2.88
138,2.27,2.245
139,2.265,2.365
140,2.26,2.26
141,2.295,2.27
142,0.45,3.2
143,0.38,3.48
144,0.43,3.28
145,2.155,2.155
146,0.525,2.9
147,2.415,2.39
148,0.465,3.14
149,0.465,3.14
150,2.3,2.3
151,2.105,2.155
152,2.415,2.44
153,0.46,3.16
154,2.325,2.35
155,2.33,2.33
156,0.475,3.1
157,2.295,2.295
158,2.25,2.25
159,0.485,3.06
160,2.275,2.275
161,2.225,2.275
162,2.295,2.27
163,2.225,2.2
164,2.315,2.315
165,2.335,2.335
166,2.22,2.195
167,2.28,2.28
168,0.42,3.32
169,2.38,2.405
170,0.45,3.2
171,2.225,2.275
172,2.28,2.28
173,0.395,3.42
174,0.475,3.1
175,0.445,3.22
176,2.15,2.15
177,2.27,2.27
178,0.44,3.24
179,2.36,2.335
180,0.385,3.46
181,2.28,2.255
182,2.37,2.37
183,2.27,2.245
184,2.21,2.235
185,2.245,2.22
186,2.37,2.37
187,2.28,2.28
188,0.36,3.56
189,0.46,3.16
190,2.265,2.315
191,0.48,3.08
192,0.475,3.1
193,2.37,2.395
194,2.205,2.23
195,2.33,2.33
196,2.335,2.31
197,2.325,2.325
198,2.355,2.405
199,0.495,3.02
200,2.255,2.255
201,0.395,3.42
202,0.41,3.36
203,2.335,2.385
204,2.265,2.29
205,2.29,2.29
206,2.315,2.315
207,2.4,2.375
208,2.155,2.205
209,0.455,3.18
210,2.5,2.55
211,0.375,3.5
212,2.305,2.28
213,2.305,2.305
214,2.24,2.215
215,2.315,2.315
216,2.195,2.17
217,2.145,2.17
218,0.43,3.28
219,2.285,2.335
220,2.395,2.445
221,2.285,2.26
222,0.345,3.62
223,2.4,2.45
224,2.34,2.34
225,2.225,2.275
226,2.235,2.31
227,2.33,2.33
228,2.39,2.365
229,2.31,2.285
230,2.33,2.405
231,2.395,2.395
232,2.355,2.355
233,2.34,2.39
234,2.405,2.43
235,2.295,2.27
236,2.21,2.235
237,2.27,2.245
238,2.2,2.25
239,2.325,2.375
240,0.39,3.44
241,2.315,2.29
242,2.225,2.2
243,2.25,2.3
244,0.4,3.4
245,2.205,2.255
246,0.47,3.12
247,0.4,3.4
248,0.44,3.24
249,2.295,2.345
250,2.245,2.245
251,0.46,3.16
252,2.385,2.36
253,2.37,2.345
254,2.235,2.235
255,0.395,3.42
256,2.225,2.225
257,0.385,3.46
258,2.35,2.35
259,2.28,2.28
260,0.445,3.22
261,0.455,3.18
262,2.22,2.27
263,0.365,3.54
264,2.375,2.4
265,2.38,2.355
266,2.38,2.38
267,2.305,2.28
268,2.31,2.31
269,2.345,2.345
270,2.395,2.42
271,2.395,2.445
272,2.41,2.41
273,2.335,2.36
274,2.34,2.39
275,2.31,2.31
276,2.365,2.34
277,0.37,3.52
278,2.33,2.305
279,2.355,2.405
280,2.3,2.325
281,2.235,2.26
282,2.35,2.35
283,0.45,3.2
284,2.385,2.41
285,0.39,3.44
286,2.355,2.355
287,2.39,2.44
288,2.29,2.34
289,2.325,2.3
290,2.38,2.38
291,0.435,3.26
292,0.51,2.96
293,2.265,2.315
294,2.26,2.31
295,2.315,2.34
296,2.445,2.42
297,2.335,2.36
298,2.235,2.285
299,0.43,3.28
300,2.285,2.285
301,2.3,2.3
302,2.32,2.295
303,2.415,2.465
304,0.375,3.5
305,2.255,2.28
306,2.325,2.3
307,2.325,2.3
308,2.31,2.335
309,2.235,2.385
310,2.385,2.36
311,2.26,2.235
312,2.335,2.31
313,2.285,2.335
314,2.315,2.39
315,2.315,2.365
316,2.31,2.36
317,2.21,2.235
318,2.32,2.32
319,2.37,2.37
320,2.46,2.51
321,0.425,3.3
322,2.38,2.38
323,2.37,2.445
324,0.42,3.32
325,2.36,2.435
326,2.25,2.275
327,2.275,2.275
328,0.38,3.48
329,0.415,3.34
330,2.28,2.33
331,0.395,3.42
332,2.23,2.255
333,2.275,2.25
334,2.16,2.16
335,2.31,2.385
336,2.29,2.34
337,2.245,2.245
338,2.455,2.43
339,2.21,2.26
340,2.305,2.305
341,0.38,3.48
342,2.43,2.43
343,2.325,2.325
344,2.255,2.305
345,2.315,2.29
346,2.46,2.46
347,0.4,3.4
348,2.41,2.41
349,2.285,2.285
350,2.5,2.525
351,0.39,3.44
352,2.285,2.285
353,2.305,2.305
354,0.38,3.48
355,2.25,2.3
356,2.43,2.43
357,0.425,3.3
358,2.33,2.33
359,2.23,2.28
360,0.36,3.56
361,2.33,2.33
362,0.3,3.8
363,2.34,2.365
364,2.37,2.345
365,2.285,2.31
366,2.28,2.255
367,2.275,2.275
368,2.29,2.34
369,2.355,2.355
370,2.34,2.465
371,2.3,2.375
372,2.355,2.455
373,2.365,2.365
374,2.365,2.415
375,2.265,2.29
376,2.395,2.47
377,2.245,2.22
378,0.385,3.46
379,2.39,2.39
380,0.375,3.5
381,0.44,3.24
382,2.295,2.345
383,2.395,2.395
384,2.44,2.415
385,2.395,2.42
386,2.195,2.27
387,2.275,2.25
388,0.43,3.28
389,2.4,2.45
390,0.375,3.5
391,2.42,2.395
392,2.315,2.315
393,2.335,2.31
394,2.195,2.245
395,2.31,2.36
396,2.305,2.355
397,2.335,2.385
398,2.325,2.35
399,0.36,3.56
400,2.315,2.39
401,2.16,2.21
402,2.31,2.36
403,2.36,2.36
404,0.4,3.4
405,2.35,2.35
406,2.23,2.28
407,2.56,2.56
408,2.32,2.345
409,2.255,2.255
410,2.32,2.295
411,0.425,3.3
412,2.385,2.385
413,2.525,2.5
414,0.415,3.34
415,2.22,2.295
416,2.31,2.36
417,2.24,2.24
418,2.28,2.28
419,2.275,2.275
420,2.45,2.45
421,2.305,2.38
422,2.3,2.325
423,2.155,2.205
424,2.3,2.3
425,2.325,2.325
426,2.345,2.42
427,0.375,3.5
428,2.33,2.33
429,2.275,2.275
430,2.35,2.4
431,2.355,2.355
432,2.27,2.295
433,2.28,2.33
434,2.115,2.19
435,2.24,2.215
436,2.4,2.4
437,2.405,2.38
438,2.335,2.335
439,2.27,2.27
440,2.375,2.35
441,2.395,2.445
442,0.37,3.52
443,2.325,2.325
444,2.37,2.345
445,2.26,2.235
446,2.19,2.24
447,0.315,3.74
448,2.325,2.35
449,2.335,2.31
450,2.38,2.43
451,2.26,2.36
452,0.4,3.4
453,2.205,2.28
454,0.375,3.5
455,2.315,2.315
456,2.335,2.335
457,0.36,3.56
458,2.335,2.335
459,2.25,2.25
460,2.345,2.345
461,0.38,3.48
462,2.42,2.395
463,2.33,2.305
464,2.445,2.445
465,2.3,2.425
466,2.285,2.31
467,0.335,3.66
468,2.295,2.27
469,0.4,3.4
470,2.22,2.27
471,0.36,3.56
472,2.35,2.325
473,2.375,2.4
474,0.475,3.1
475,2.15,2.125
476,2.36,2.335
477,0.4,3.4
478,2.41,2.435
479,2.345,2.345
480,2.365,2.415
481,0.365,3.54
482,2.305,2.305
483,0.4,3.4
484,2.35,2.35
485,2.295,2.27
486,2.375,2.35
487,0.38,3.48
488,2.355,2.405
489,2.32,2.295
490,0.39,3.44
491,2.375,2.425
492,2.425,2.4
493,0.39,3.44
494,0.395,3.42
495,0.36,3.56
496,2.4,2.45
497,2.395,2.42
498,2.235,2.235
499,0.33,3.68
500,2.35,2.35
501,2.28,2.28
502,2.365,2.365
503,2.385,2.46
504,2.38,2.43
505,2.325,2.4
506,0.285,3.86
507,2.235,2.31
508,0.355,3.58
509,2.41,2.41
510,2.395,2.445
511,2.35,2.4
512,0.315,3.74
513,2.295,2.37
514,2.42,2.445
515,2.465,2.465
516,2.43,2.43
517,0.245,4.02
518,2.39,2.44
519,2.425,2.475
520,2.455,2.43
521,0.305,3.78
522,2.415,2.415
523,2.355,2.405
524,2.4,2.375
525,0.255,3.98
526,2.405,2.455
527,2.365,2.39
528,2.295,2.27
529,2.325,2.425
530,2.255,2.305
531,2.395,2.57
532,2.22,2.295
533,2.36,2.46
534,2.28,2.33
535,2.355,2.33
536,2.35,2.35
537,2.27,2.32
538,2.48,2.455
539,2.315,2.34
540,2.45,2.475
541,0.37,3.52
542,0.325,3.7
543,0.34,3.64
544,2.255,2.255
545,2.35,2.35
546,0.295,3.82
547,2.415,2.49
548,2.47,2.52
549,0.315,3.74
550,2.37,2.42
551,2.315,2.29
552,2.32,2.37
553,0.35,3.6
554,2.29,2.265
555,2.36,2.36
556,2.32,2.345
557,2.33,2.33
558,2.345,2.32
559,2.325,2.35
560,0.325,3.7
561,2.415,2.465
562,0.29,3.84
563,2.375,2.375
564,2.325,2.3
565,2.37,2.395
566,2.315,2.29
567,2.38,2.38
568,2.365,2.415
569,2.325,2.325
570,2.44,2.44
571,2.265,2.34
572,2.44,2.465
573,2.315,2.365
574,2.385,2.385
575,0.365,3.54
576,0.295,3.82
577,2.42,2.395
578,2.36,2.41
579,2.395,2.445
580,2.29,2.29
581,2.37,2.37
582,2.365,2.365
583,0.29,3.84
584,2.36,2.385
585,2.385,2.36
586,0.245,4.02
587,2.275,2.4
588,2.475,2.475
589,2.405,2.405
590,2.39,2.44
591,2.39,2.39
592,2.345,2.395
593,2.35,2.4
594,2.43,2.43
595,2.27,2.37
596,2.36,2.335
597,2.35,2.4
598,2.345,2.47
599,2.395,2.395
600,0.305,3.78
601,0.32,3.72
602,0.33,3.68
603,2.355,2.43
604,0.355,3.58
605,2.265,2.24
606,2.42,2.42
607,2.355,2.38
608,2.275,2.325
609,2.455,2.48
610,2.26,2.31
611,2.465,2.44
612,0.27,3.92
613,0.31,3.76
614,2.37,2.445
615,2.37,2.395
616,0.355,3.58
617,0.325,3.7
618,2.265,2.34
619,0.27,3.92
620,2.395,2.495
621,2.46,2.46
622,2.345,2.37
623,0.31,3.76
624,2.22,2.295
625,2.315,2.34
626,2.435,2.41
627,2.445,2.445
628,2.365,2.39
629,2.255,2.33
630,2.27,2.27
631,2.29,2.29
632,0.31,3.76
633,0.36,3.56
634,2.325,2.325
635,0.24,4.04
636,0.26,3.96
637,0.28,3.88
638,2.365,2.465
639,2.385,2.41
640,2.395,2.42
641,2.51,2.51
642,0.26,3.96
643,2.52,2.52
644,0.285,3.86
645,2.48,2.455
646,0.32,3.72
647,0.295,3.82
648,0.255,3.98
649,2.515,2.615
650,0.28,3.88
651,0.34,3.64
652,2.41,2.41
653,2.53,2.58
654,2.475,2.475
655,2.39,2.365
656,0.26,3.96
657,2.395,2.42
658,0.25,4.0
659,0.28,3.88
660,2.43,2.455
661,0.29,3.84
662,2.375,2.425
663,0.245,4.02
664,2.51,2.51
665,2.35,2.325
666,2.49,2.465
667,2.41,2.435
668,2.5,2.475
669,2.525,2.5
670,2.505,2.58
671,2.495,2.495
672,2.5,2.525
673,0.275,3.9
674,0.275,3.9
675,0.23,4.08
676,2.505,2.58
677,2.475,2.45
678,2.45,2.425
679,2.535,2.61
680,2.395,2.395
681,2.43,2.53
682,2.405,2.505
683,0.26,3.96
684,2.535,2.51
685,2.595,2.595
686,2.465,2.44
687,0.22,4.12
688,2.515,2.49
689,0.225,4.1
690,2.51,2.51
691,2.505,2.555
692,2.415,2.39
693,2.53,2.555
694,2.455,2.505
695,2.395,2.495
696,2.48,2.53
697,2.495,2.495
698,2.445,2.495
699,2.46,2.51
700,2.385,2.36
701,2.415,2.44
702,2.48,2.53
703,2.47,2.47
704,2.455,2.48
705,2.45,2.475
706,2.54,2.54
707,2.37,2.395
708,2.39,2.44
709,2.35,2.4
710,0.245,4.02
711,2.465,2.465
712,2.29,2.315
713,2.455,2.43
714,2.485,2.56
715,2.385,2.435
716,2.37,2.345
717,0.235,4.06
718,2.385,2.36
719,2.25,2.325
720,2.465,2.54
721,2.275,2.325
722,2.305,2.355
723,2.37,2.37
724,0.225,4.1
725,2.44,2.465
726,0.25,4.0
727,2.415,2.415
728,2.4,2.375
729,0.225,4.1
730,2.455,2.43
731,2.465,2.54
732,2.37,2.42
733,2.385,2.36
734,0.27,3.92
735,0.285,3.86
736,2.485,2.535
737,0.21,4.16
738,2.52,2.57
739,2.47,2.47
740,2.35,2.425
741,2.43,2.48
742,2.34,2.315
743,2.345,2.42
744,0.3,3.8
745,0.24,4.04
746,2.33,2.355
747,2.47,2.445
748,2.37,2.37
749,2.445,2.47
750,2.335,2.385
751,2.55,2.55
752,2.4,2.425
753,0.235,4.06
754,0.265,3.94
755,2.405,2.48
756,2.445,2.52
757,2.47,2.47
758,0.225,4.1
759,2.415,2.415
760,0.27,3.92
761,2.485,2.535
762,2.34,2.315
763,2.5,2.55
764,0.2,4.2
765,2.455,2.455
766,2.43,2.43
767,2.555,2.53
768,2.3,2.3
769,2.45,2.45
770,0.21,4.16
771,2.465,2.54
772,2.375,2.525
773,2.325,2.375
774,0.245,4.02
775,2.505,2.48
776,2.465,2.465
777,2.305,2.405
778,0.195,4.22
779,2.385,2.385
780,0.285,3.86
781,0.29,3.84
782,2.38,2.455
783,0.215,4.14
784,2.48,2.505
785,0.25,4.0
786,0.215,4.14
787,2.575,2.55
788,0.21,4.16
789,2.37,2.345
790,0.275,3.9
791,2.44,2.44
792,2.355,2.43
793,2.46,2.535
794,2.605,2.605
795,2.445,2.495
796,2.495,2.47
797,2.44,2.515
798,2.4,2.475
799,2.655,2.655
800,2.415,2.44
801,0.215,4.14
802,2.495,2.52
803,2.415,2.39
804,2.43,2.43
805,2.455,2.505
806,0.195,4.22
807,2.425,2.425
808,0.235,4.06
809,0.185,4.26
810,0.21,4.16
811,2.405,2.405
812,2.46,2.56
813,2.4,2.4
814,0.215,4.14
815,2.43,2.555
816,2.395,2.52
817,2.545,2.52
818,2.425,2.525
819,2.475,2.475
820,2.615,2.615
821,2.31,2.46
822,2.41,2.385
823,2.415,2.49
824,2.51,2.485
825,2.49,2.64
826,2.465,2.54
827,2.435,2.51
828,2.385,2.435
829,2.59,2.565
830,2.365,2.465
831,2.385,2.435
832,2.45,2.45
833,2.485,2.535
834,2.425,2.425
835,2.415,2.465
836,0.235,4.06
837,2.43,2.48
838,2.415,2.49
839,2.42,2.42
840,0.2,4.2
841,0.21,4.16
842,2.325,2.375
843,2.4,2.4
844,0.21,4.16
845,2.38,2.43
846,2.34,2.415
847,0.185,4.26
848,2.565,2.54
849,0.18,4.28
850,2.325,2.475
851,2.565,2.565
852,2.6,2.625
853,0.225,4.1
854,0.17,4.32
855,0.175,4.3
856,2.4,2.45
857,2.47,2.445
858,2.36,2.435
859,0.22,4.12
860,2.5,2.5
861,0.165,4.34
862,2.38,2.38
863,2.54,2.565
864,2.51,2.56
865,2.415,2.39
866,2.37,2.445
867,2.485,2.535
868,2.455,2.455
869,2.48,2.555
870,2.545,2.52
871,2.51,2.485
872,0.185,4.26
873,2.505,2.505
874,2.58,2.555
875,2.38,2.455
876,2.5,2.475
877,0.215,4.14
878,2.57,2.67
879,2.38,2.43
880,2.545,2.595
881,2.45,2.45
882,2.51,2.585
883,0.2,4.2
884,0.155,4.38
885,2.39,2.39
886,0.24,4.04
887,2.45,2.5
888,2.54,2.515
889,0.185,4.26
890,2.44,2.49
891,2.525,2.525
892,2.505,2.505
893,2.315,2.365
894,2.505,2.53
895,2.525,2.5
896,2.45,2.525
897,2.38,2.355
898,2.415,2.415
899,2.525,2.6
900,0.145,4.42
901,2.535,2.535
902,2.485,2.56
903,2.555,2.605
904,0.145,4.42
905,2.435,2.51
906,2.445,2.42
907,0.15,4.4
908,2.44,2.415
909,2.53,2.505
910,2.435,2.485
911,2.465,2.44
912,2.425,2.475
913,0.18,4.28
914,2.425,2.5
915,2.27,2.245
916,2.52,2.545
917,2.445,2.545
918,2.45,2.425
919,0.21,4.16
920,2.36,2.51
921,2.56,2.61
922,2.49,2.49
923,2.54,2.54
924,2.445,2.545
925,0.165,4.34
926,2.265,2.39
927,2.525,2.575
928,2.405,2.455
929,2.43,2.43
930,2.485,2.535
931,2.425,2.55
932,0.18,4.28
933,0.19,4.24
934,2.355,2.38
935,0.17,4.32
936,0.165,4.34
937,2.4,2.425
938,2.57,2.545
939,0.105,4.58
940,2.435,2.51
941,2.61,2.76
942,2.365,2.44
943,2.445,2.52
944,2.375,2.35
945,2.59,2.64
946,2.54,2.54
947,0.165,4.34
948,2.505,2.555
949,2.43,2.48
950,2.47,2.445
951,0.205,4.18
952,0.2,4.2
953,2.265,2.44
954,2.515,2.54
955,2.375,2.475
956,2.33,2.38
957,2.365,2.415
958,2.35,2.4
959,2.53,2.53
960,2.335,2.41
961,2.49,2.49
962,0.145,4.42
963,2.54,2.565
964,0.16,4.36
965,2.505,2.505
966,2.48,2.48
967,2.505,2.555
968,0.155,4.38
969,2.38,2.38
970,2.52,2.62
971,0.15,4.4
972,2.42,2.42
973,2.57,2.545
974,2.445,2.495
975,2.335,2.385
976,2.46,2.56
977,2.355,2.455
978,0.155,4.38
979,2.45,2.425
980,2.39,2.54
981,0.185,4.26
982,2.35,2.35
983,2.46,2.535
984,2.44,2.49
985,2.445,2.57
986,2.42,2.47
987,2.515,2.49
988,0.16,4.36
989,2.605,2.68
990,2.395,2.52
991,2.505,2.505
992,2.45,2.45
993,2.66,2.685
994,2.365,2.465
995,0.115,4.54
996,0.15,4.4
997,2.615,2.64
998,2.465,2.565
999,2.45,2.475
