,NeuralAgent_Student24_200cAgent,Student24_200cAgent
0,0.985,1.06
1,0.455,3.18
2,0.49,3.04
3,0.5,3.0
4,0.49,3.04
5,0.475,3.1
6,0.595,2.62
7,0.48,3.08
8,0.56,2.76
9,0.535,2.86
10,0.57,2.72
11,0.475,3.1
12,0.51,2.96
13,0.56,2.76
14,0.56,2.76
15,0.465,3.14
16,0.495,3.02
17,0.45,3.2
18,0.55,2.8
19,0.515,2.94
20,0.49,3.04
21,0.47,3.12
22,0.515,2.94
23,0.465,3.14
24,0.545,2.82
25,0.475,3.1
26,0.565,2.74
27,0.565,2.74
28,0.555,2.78
29,0.525,2.9
30,0.54,2.84
31,0.555,2.78
32,0.52,2.92
33,0.545,2.82
34,0.6,2.6
35,0.6,2.6
36,0.565,2.74
37,0.57,2.72
38,0.485,3.06
39,0.595,2.62
40,0.52,2.995
41,0.53,2.88
42,0.53,2.88
43,0.575,2.7
44,0.575,2.7
45,0.495,3.02
46,0.52,2.92
47,0.55,2.8
48,0.545,2.82
49,0.48,3.08
50,0.535,2.86
51,0.555,2.855
52,0.545,2.82
53,0.61,2.56
54,0.58,2.68
55,0.57,2.845
56,0.53,2.955
57,0.54,2.84
58,0.585,2.66
59,0.535,2.86
60,0.54,2.84
61,0.5,3.0
62,0.565,2.74
63,0.6,2.6
64,0.55,2.8
65,0.595,2.62
66,0.55,2.8
67,0.555,2.78
68,0.545,2.82
69,0.615,2.54
70,0.605,2.58
71,0.575,2.7
72,0.59,2.64
73,0.6,2.6
74,0.575,2.7
75,0.585,2.66
76,0.58,2.68
77,0.59,2.64
78,0.58,2.68
79,0.59,2.64
80,0.55,2.8
81,0.585,2.66
82,0.615,2.54
83,0.6,2.6
84,0.58,2.68
85,0.595,2.62
86,0.62,2.52
87,0.66,2.36
88,0.65,2.4
89,0.605,2.58
90,0.61,2.56
91,0.53,2.88
92,0.615,2.54
93,0.625,2.5
94,0.635,2.46
95,0.58,2.68
96,0.605,2.58
97,0.655,2.38
98,0.635,2.46
99,0.625,2.5
100,0.63,2.48
101,0.54,2.84
102,0.57,2.72
103,0.705,2.18
104,0.635,2.46
105,0.58,2.68
106,0.685,2.26
107,0.645,2.42
108,0.6,2.6
109,0.65,2.4
110,0.6,2.6
111,0.66,2.36
112,0.665,2.34
113,0.61,2.56
114,0.7,2.2
115,0.685,2.26
116,0.62,2.52
117,0.635,2.46
118,0.645,2.42
119,0.69,2.24
120,0.68,2.28
121,0.675,2.3
122,0.725,2.1
123,0.645,2.42
124,0.65,2.4
125,0.615,2.54
126,0.64,2.44
127,0.67,2.32
128,0.67,2.32
129,0.665,2.34
130,0.765,1.94
131,0.725,2.1
132,0.665,2.34
133,0.67,2.32
134,0.68,2.28
135,0.695,2.22
136,0.715,2.14
137,0.645,2.42
138,0.71,2.16
139,0.655,2.38
140,0.745,2.02
141,0.715,2.14
142,0.705,2.18
143,0.765,1.94
144,0.685,2.26
145,0.7,2.2
146,0.705,2.18
147,0.72,2.12
148,0.695,2.22
149,0.69,2.24
150,0.765,1.94
151,0.725,2.1
152,0.785,1.86
153,0.725,2.1
154,0.73,2.08
155,0.78,1.88
156,0.69,2.24
157,0.745,2.02
158,0.725,2.1
159,0.69,2.24
160,0.725,2.1
161,0.705,2.18
162,0.715,2.14
163,0.77,1.92
164,0.74,2.04
165,0.75,2.0
166,0.73,2.08
167,0.685,2.26
168,0.755,1.98
169,0.765,1.94
170,0.77,1.92
171,0.74,2.04
172,0.715,2.14
173,0.775,1.9
174,0.75,2.0
175,0.755,1.98
176,0.81,1.76
177,0.73,2.08
178,0.72,2.12
179,0.795,1.82
180,0.805,1.78
181,0.775,1.9
182,0.83,1.68
183,0.765,1.94
184,0.78,1.88
185,0.765,1.94
186,0.705,2.18
187,0.775,1.9
188,0.79,1.84
189,0.765,1.94
190,0.815,1.74
191,0.74,2.04
192,0.77,1.92
193,0.795,1.82
194,0.79,1.84
195,0.765,1.94
196,0.815,1.74
197,0.835,1.66
198,0.825,1.7
199,0.79,1.84
200,0.8,1.8
201,0.815,1.74
202,0.82,1.72
203,0.815,1.74
204,0.8,1.8
205,0.785,1.86
206,0.775,1.975
207,0.845,1.62
208,0.8,1.8
209,0.8,1.8
210,0.86,1.56
211,0.805,1.78
212,0.765,1.94
213,0.875,1.5
214,0.805,1.78
215,0.82,1.72
216,0.855,1.58
217,0.82,1.72
218,0.815,1.74
219,0.79,1.84
220,0.885,1.46
221,0.815,1.74
222,0.87,1.52
223,0.865,1.54
224,0.795,1.82
225,0.84,1.64
226,0.845,1.62
227,0.83,1.68
228,0.875,1.5
229,0.885,1.46
230,0.85,1.6
231,0.86,1.56
232,0.885,1.46
233,0.845,1.62
234,0.84,1.64
235,0.885,1.46
236,0.82,1.72
237,0.86,1.56
238,0.84,1.64
239,0.89,1.44
240,0.855,1.58
241,0.87,1.52
242,0.87,1.52
243,0.855,1.58
244,0.86,1.56
245,0.895,1.42
246,0.875,1.5
247,0.9,1.4
248,0.86,1.56
249,0.87,1.52
250,0.83,1.68
251,0.885,1.46
252,0.93,1.28
253,0.86,1.56
254,0.895,1.42
255,0.91,1.36
256,0.885,1.46
257,0.91,1.36
258,0.88,1.48
259,0.885,1.46
260,0.865,1.54
261,0.88,1.48
262,0.88,1.48
263,0.89,1.44
264,0.9,1.4
265,0.91,1.36
266,0.895,1.42
267,0.88,1.48
268,0.88,1.48
269,0.915,1.34
270,0.895,1.42
271,0.92,1.32
272,0.905,1.38
273,0.89,1.44
274,0.905,1.38
275,0.915,1.34
276,0.88,1.48
277,0.91,1.36
278,0.915,1.34
279,0.93,1.28
280,0.915,1.34
281,0.91,1.36
282,0.905,1.38
283,0.915,1.34
284,0.87,1.52
285,0.895,1.42
286,0.88,1.48
287,0.92,1.32
288,0.945,1.22
289,0.9,1.4
290,0.925,1.3
291,0.925,1.3
292,0.915,1.34
293,0.915,1.34
294,0.91,1.36
295,0.925,1.3
296,0.955,1.18
297,0.925,1.3
298,0.9,1.4
299,0.915,1.34
300,0.92,1.32
301,0.935,1.26
302,0.92,1.32
303,0.945,1.22
304,0.92,1.32
305,0.91,1.36
306,0.935,1.26
307,0.915,1.34
308,0.945,1.22
309,0.97,1.12
310,0.91,1.36
311,0.9,1.4
312,0.945,1.22
313,0.965,1.14
314,0.93,1.28
315,0.93,1.28
316,0.92,1.32
317,0.925,1.3
318,0.93,1.28
319,0.94,1.24
320,0.915,1.34
321,0.945,1.22
322,0.935,1.26
323,0.905,1.38
324,0.9,1.4
325,0.95,1.2
326,0.94,1.24
327,0.95,1.2
328,0.94,1.24
329,0.91,1.36
330,0.965,1.14
331,0.94,1.24
332,0.935,1.26
333,0.955,1.18
334,0.925,1.3
335,0.965,1.14
336,0.935,1.26
337,0.955,1.18
338,0.925,1.3
339,0.96,1.16
340,0.935,1.26
341,0.94,1.24
342,0.955,1.18
343,0.925,1.3
344,0.95,1.2
345,0.945,1.22
346,0.905,1.38
347,0.935,1.26
348,0.955,1.18
349,0.94,1.24
350,0.975,1.1
351,0.965,1.14
352,0.945,1.22
353,0.96,1.16
354,0.95,1.2
355,0.93,1.28
356,0.955,1.18
357,0.93,1.28
358,0.965,1.14
359,0.945,1.22
360,0.965,1.14
361,0.96,1.16
362,0.955,1.18
363,0.98,1.08
364,0.925,1.3
365,0.945,1.22
366,0.955,1.18
367,0.935,1.26
368,0.96,1.16
369,0.935,1.26
370,0.97,1.12
371,0.95,1.2
372,0.955,1.18
373,0.96,1.16
374,0.97,1.12
375,0.96,1.16
376,0.95,1.2
377,0.96,1.16
378,0.925,1.3
379,0.94,1.24
380,0.94,1.24
381,0.97,1.12
382,0.945,1.22
383,0.97,1.12
384,0.96,1.16
385,0.95,1.2
386,0.965,1.14
387,0.95,1.2
388,0.965,1.14
389,0.955,1.18
390,0.96,1.16
391,0.98,1.08
392,0.96,1.16
393,0.96,1.16
394,0.96,1.16
395,0.95,1.2
396,0.96,1.16
397,0.96,1.16
398,0.965,1.14
399,0.965,1.14
400,0.945,1.22
401,0.975,1.1
402,0.94,1.24
403,0.97,1.12
404,0.96,1.16
405,0.955,1.18
406,0.98,1.08
407,0.96,1.16
408,0.975,1.1
409,0.965,1.14
410,0.97,1.12
411,0.955,1.18
412,0.925,1.3
413,0.985,1.06
414,0.97,1.12
415,0.955,1.18
416,0.98,1.08
417,0.925,1.3
418,0.995,1.02
419,0.975,1.1
420,0.975,1.1
421,0.98,1.08
422,0.965,1.14
423,0.975,1.1
424,0.945,1.22
425,0.975,1.1
426,0.99,1.04
427,0.97,1.12
428,0.96,1.16
429,0.965,1.14
430,0.985,1.06
431,0.985,1.06
432,0.955,1.18
433,0.975,1.1
434,0.935,1.26
435,0.935,1.26
436,0.97,1.12
437,0.955,1.18
438,0.985,1.06
439,0.97,1.12
440,0.975,1.1
441,0.96,1.16
442,0.97,1.12
443,0.95,1.2
444,0.96,1.16
445,0.97,1.12
446,0.965,1.14
447,0.98,1.08
448,0.985,1.06
449,0.98,1.08
450,0.955,1.18
451,0.975,1.1
452,0.955,1.18
453,0.98,1.08
454,0.98,1.08
455,0.985,1.06
456,0.98,1.08
457,0.955,1.18
458,0.99,1.04
459,0.98,1.08
460,0.98,1.08
461,0.98,1.08
462,0.98,1.08
463,0.965,1.14
464,0.97,1.12
465,0.965,1.14
466,0.99,1.04
467,0.97,1.12
468,0.98,1.08
469,0.99,1.04
470,0.985,1.06
471,0.98,1.08
472,0.975,1.1
473,0.98,1.08
474,0.97,1.12
475,0.98,1.08
476,0.97,1.12
477,0.97,1.12
478,0.985,1.06
479,0.965,1.14
480,0.965,1.14
481,0.97,1.12
482,0.98,1.08
483,0.98,1.08
484,0.97,1.12
485,0.965,1.14
486,0.98,1.08
487,0.97,1.12
488,0.99,1.04
489,0.955,1.18
490,0.975,1.1
491,0.96,1.16
492,0.975,1.1
493,0.975,1.1
494,0.97,1.12
495,0.98,1.08
496,0.97,1.12
497,0.975,1.1
498,0.98,1.08
499,0.975,1.1
500,1.0,1.0
501,0.99,1.04
502,0.98,1.08
503,0.985,1.06
504,0.99,1.04
505,0.99,1.04
506,0.985,1.06
507,0.985,1.06
508,0.99,1.04
509,0.985,1.06
510,0.995,1.02
511,0.97,1.12
512,0.985,1.06
513,0.975,1.1
514,0.995,1.02
515,0.995,1.02
516,0.98,1.08
517,0.985,1.06
518,0.975,1.1
519,0.985,1.06
520,0.995,1.02
521,0.99,1.04
522,1.0,1.0
523,0.995,1.02
524,1.0,1.0
525,0.99,1.04
526,0.98,1.08
527,0.97,1.12
528,0.99,1.04
529,0.975,1.1
530,0.995,1.02
531,0.99,1.04
532,0.995,1.02
533,0.995,1.02
534,0.99,1.04
535,0.975,1.1
536,0.995,1.02
537,0.975,1.1
538,0.98,1.08
539,0.975,1.1
540,0.99,1.04
541,0.955,1.18
542,0.985,1.06
543,0.98,1.08
544,0.975,1.1
545,0.985,1.06
546,0.99,1.04
547,0.99,1.04
548,0.985,1.06
549,0.99,1.04
550,0.975,1.1
551,0.985,1.06
552,0.995,1.02
553,0.995,1.02
554,0.995,1.02
555,0.985,1.06
556,0.99,1.04
557,0.985,1.06
558,0.98,1.08
559,0.985,1.06
560,0.97,1.12
561,0.99,1.04
562,0.99,1.04
563,0.985,1.06
564,0.98,1.08
565,0.99,1.04
566,0.99,1.04
567,0.98,1.08
568,1.0,1.0
569,1.0,1.0
570,0.985,1.06
571,0.995,1.02
572,1.0,1.0
573,0.99,1.04
574,0.99,1.04
575,0.98,1.08
576,0.995,1.02
577,0.995,1.02
578,0.995,1.02
579,0.985,1.06
580,0.985,1.06
581,0.985,1.06
582,0.98,1.08
583,0.995,1.02
584,0.99,1.04
585,0.98,1.08
586,0.98,1.08
587,0.98,1.08
588,1.0,1.0
589,0.985,1.06
590,0.985,1.06
591,0.995,1.02
592,0.99,1.04
593,0.985,1.06
594,0.99,1.04
595,0.99,1.04
596,0.99,1.04
597,0.99,1.04
598,0.995,1.02
599,0.995,1.02
600,0.995,1.02
601,0.99,1.04
602,0.985,1.06
603,0.99,1.04
604,0.985,1.06
605,0.995,1.02
606,0.995,1.02
607,0.995,1.02
608,0.975,1.1
609,1.0,1.0
610,0.995,1.02
611,0.985,1.06
612,0.99,1.04
613,0.985,1.06
614,0.985,1.06
615,0.985,1.06
616,0.985,1.06
617,0.995,1.02
618,0.995,1.02
619,0.995,1.02
620,1.0,1.0
621,0.99,1.04
622,0.995,1.02
623,0.995,1.02
624,0.995,1.02
625,1.0,1.0
626,0.98,1.08
627,0.98,1.08
628,1.0,1.0
629,1.0,1.0
630,0.99,1.04
631,0.99,1.04
632,0.99,1.04
633,0.98,1.08
634,0.995,1.02
635,0.99,1.04
636,0.995,1.02
637,0.98,1.08
638,0.985,1.06
639,0.99,1.04
640,0.995,1.02
641,0.995,1.02
642,0.99,1.04
643,0.995,1.02
644,0.99,1.04
645,0.995,1.02
646,0.98,1.08
647,0.985,1.06
648,0.995,1.02
649,1.0,1.0
650,0.99,1.04
651,0.99,1.04
652,0.995,1.02
653,0.98,1.08
654,1.0,1.0
655,0.98,1.08
656,1.0,1.0
657,1.0,1.0
658,1.0,1.0
659,0.99,1.04
660,0.995,1.02
661,0.99,1.04
662,0.985,1.06
663,0.995,1.02
664,0.995,1.02
665,0.985,1.06
666,0.985,1.06
667,1.0,1.0
668,0.99,1.04
669,0.99,1.04
670,0.995,1.02
671,0.995,1.02
672,1.0,1.0
673,0.99,1.04
674,0.995,1.02
675,0.99,1.04
676,1.0,1.0
677,0.99,1.04
678,0.995,1.02
679,0.985,1.06
680,0.995,1.02
681,0.995,1.02
682,1.0,1.0
683,0.995,1.02
684,1.0,1.0
685,0.985,1.06
686,0.995,1.02
687,1.0,1.0
688,0.995,1.02
689,0.995,1.02
690,0.99,1.04
691,0.99,1.04
692,0.995,1.02
693,0.99,1.04
694,0.985,1.06
695,0.995,1.02
696,0.99,1.04
697,0.99,1.04
698,1.0,1.0
699,0.995,1.02
700,0.99,1.04
701,0.995,1.02
702,1.0,1.0
703,1.0,1.0
704,1.0,1.0
705,1.0,1.0
706,0.995,1.02
707,0.985,1.06
708,0.99,1.04
709,1.0,1.0
710,1.0,1.0
711,1.0,1.0
712,0.99,1.04
713,0.995,1.02
714,1.0,1.0
715,0.985,1.06
716,0.995,1.02
717,0.995,1.02
718,0.985,1.06
719,0.99,1.04
720,0.995,1.02
721,0.995,1.02
722,0.995,1.02
723,0.995,1.02
724,1.0,1.0
725,0.99,1.04
726,0.99,1.04
727,1.0,1.0
728,0.995,1.02
729,0.99,1.04
730,0.995,1.02
731,0.995,1.02
732,0.995,1.02
733,1.0,1.0
734,0.995,1.02
735,0.99,1.04
736,0.995,1.02
737,1.0,1.0
738,0.995,1.02
739,0.99,1.04
740,1.0,1.0
741,0.995,1.02
742,0.985,1.06
743,0.99,1.04
744,1.0,1.0
745,1.0,1.0
746,1.0,1.0
747,1.0,1.0
748,0.995,1.02
749,0.99,1.04
750,0.995,1.02
751,0.995,1.02
752,0.995,1.02
753,1.0,1.0
754,0.995,1.02
755,0.995,1.02
756,0.99,1.04
757,0.99,1.04
758,1.0,1.0
759,1.0,1.0
760,0.99,1.04
761,1.0,1.0
762,1.0,1.0
763,0.995,1.02
764,0.99,1.04
765,0.995,1.02
766,0.995,1.02
767,0.995,1.02
768,0.99,1.04
769,1.0,1.0
770,0.995,1.02
771,0.995,1.02
772,0.995,1.02
773,0.995,1.02
774,0.99,1.04
775,1.0,1.0
776,0.99,1.04
777,0.995,1.02
778,0.995,1.02
779,0.995,1.02
780,0.995,1.02
781,1.0,1.0
782,1.0,1.0
783,0.98,1.08
784,0.995,1.02
785,0.985,1.06
786,0.99,1.04
787,0.995,1.02
788,1.0,1.0
789,0.995,1.02
790,0.995,1.02
791,1.0,1.0
792,1.0,1.0
793,0.995,1.02
794,1.0,1.0
795,1.0,1.0
796,1.0,1.0
797,1.0,1.0
798,0.995,1.02
799,1.0,1.0
800,1.0,1.0
801,1.0,1.0
802,1.0,1.0
803,1.0,1.0
804,0.99,1.04
805,1.0,1.0
806,1.0,1.0
807,1.0,1.0
808,0.985,1.06
809,0.985,1.06
810,1.0,1.0
811,1.0,1.0
812,0.995,1.02
813,0.995,1.02
814,0.995,1.02
815,1.0,1.0
816,1.0,1.0
817,0.995,1.02
818,0.995,1.02
819,0.995,1.02
820,0.99,1.04
821,1.0,1.0
822,0.995,1.02
823,0.995,1.02
824,0.99,1.04
825,0.995,1.02
826,0.995,1.02
827,1.0,1.0
828,0.995,1.02
829,0.995,1.02
830,1.0,1.0
831,0.99,1.04
832,0.99,1.04
833,1.0,1.0
834,0.995,1.02
835,0.995,1.02
836,0.995,1.02
837,1.0,1.0
838,1.0,1.0
839,1.0,1.0
840,1.0,1.0
841,1.0,1.0
842,1.0,1.0
843,1.0,1.0
844,1.0,1.0
845,0.995,1.02
846,1.0,1.0
847,1.0,1.0
848,0.995,1.02
849,1.0,1.0
850,1.0,1.0
851,1.0,1.0
852,1.0,1.0
853,1.0,1.0
854,1.0,1.0
855,0.995,1.02
856,0.995,1.02
857,1.0,1.0
858,1.0,1.0
859,1.0,1.0
860,1.0,1.0
861,0.99,1.04
862,0.995,1.02
863,1.0,1.0
864,1.0,1.0
865,1.0,1.0
866,0.995,1.02
867,1.0,1.0
868,1.0,1.0
869,1.0,1.0
870,0.995,1.02
871,1.0,1.0
872,1.0,1.0
873,1.0,1.0
874,1.0,1.0
875,1.0,1.0
876,1.0,1.0
877,0.995,1.02
878,0.995,1.02
879,1.0,1.0
880,1.0,1.0
881,1.0,1.0
882,1.0,1.0
883,0.99,1.04
884,0.985,1.06
885,0.985,1.06
886,0.99,1.04
887,0.995,1.02
888,0.995,1.02
889,1.0,1.0
890,1.0,1.0
891,1.0,1.0
892,1.0,1.0
893,1.0,1.0
894,0.995,1.02
895,1.0,1.0
896,1.0,1.0
897,0.995,1.02
898,1.0,1.0
899,1.0,1.0
900,1.0,1.0
901,1.0,1.0
902,0.995,1.02
903,0.995,1.02
904,1.0,1.0
905,1.0,1.0
906,1.0,1.0
907,1.0,1.0
908,0.985,1.06
909,1.0,1.0
910,1.0,1.0
911,1.0,1.0
912,0.995,1.02
913,0.995,1.02
914,1.0,1.0
915,1.0,1.0
916,1.0,1.0
917,0.995,1.02
918,0.995,1.02
919,1.0,1.0
920,0.995,1.02
921,1.0,1.0
922,0.985,1.06
923,1.0,1.0
924,1.0,1.0
925,1.0,1.0
926,0.995,1.02
927,1.0,1.0
928,0.995,1.02
929,1.0,1.0
930,1.0,1.0
931,1.0,1.0
932,0.99,1.04
933,0.995,1.02
934,1.0,1.0
935,1.0,1.0
936,0.995,1.02
937,0.995,1.02
938,0.995,1.02
939,1.0,1.0
940,1.0,1.0
941,1.0,1.0
942,1.0,1.0
943,0.995,1.02
944,1.0,1.0
945,1.0,1.0
946,0.995,1.02
947,1.0,1.0
948,1.0,1.0
949,0.995,1.02
950,1.0,1.0
951,1.0,1.0
952,1.0,1.0
953,1.0,1.0
954,0.995,1.02
955,1.0,1.0
956,1.0,1.0
957,1.0,1.0
958,1.0,1.0
959,1.0,1.0
960,0.995,1.02
961,1.0,1.0
962,1.0,1.0
963,1.0,1.0
964,0.99,1.04
965,1.0,1.0
966,0.995,1.02
967,1.0,1.0
968,0.985,1.06
969,1.0,1.0
970,1.0,1.0
971,1.0,1.0
972,1.0,1.0
973,0.995,1.02
974,0.995,1.02
975,0.995,1.02
976,0.995,1.02
977,1.0,1.0
978,1.0,1.0
979,0.99,1.04
980,1.0,1.0
981,0.995,1.02
982,1.0,1.0
983,1.0,1.0
984,1.0,1.0
985,0.995,1.02
986,1.0,1.0
987,0.995,1.02
988,1.0,1.0
989,1.0,1.0
990,1.0,1.0
991,1.0,1.0
992,1.0,1.0
993,1.0,1.0
994,0.995,1.02
995,1.0,1.0
996,0.995,1.02
997,1.0,1.0
998,1.0,1.0
999,0.995,1.02
